Nimike;Tekijä;ISBN;Varauksia;Niteitä;Tilattuja lisäkappaleita;Varauksia / nide
Terve!. 1 : Terveyden perusteet ;;9789510339152;7;4;0;1.8
The meaning of the library : a cultural history ;;9780691166391;7;4;0;1.8
Valokuvan historia ;Ang, Tom ;9789522911544;7;4;0;1.8
Välklädd : så stylar du din garderob ;Quaglia, Christian ;9789174244618;7;4;0;1.8
Yes please ;Poehler, Amy ;9781447283317;7;4;0;1.8
Yrityksen taloushallinto. 3 : Kannattavuus- ja kustannuslaskenta ;Tomperi, Soile, kirjoittaja ;9789513765705;7;4;0;1.8
Craft a creative business : making & marketing a successful creative business ;Pullen, Fiona  ;9781782210528;7;5;0;1.4
Croatia ;Mutić, Anja ;9781743214022;7;5;0;1.4
Hankintojen johtaminen : ostamisesta toimittajamarkkinoiden hallintaan ;Iloranta, Kari ;9789518853353;7;5;0;1.4
Helsingissä puhuttavat suomet : kielen indeksisyys ja sosiaaliset identiteetit ;;9789522226112;7;5;0;1.4
Hong Kong ;Chen, Piera ;9781743214732;7;5;0;1.4
Hyväksy itsesi, uskalla elää! ;Dyer, Wayne W. ;9511160362;7;5;0;1.4
Kirja käsityöstä : luokkien 3-6 käsityönopetus ;Huovila, Riitta ;9789510353127;7;5;0;1.4
Optimistin käsikirja ;Seligman, Martin E. P. ;9511159593;7;5;0;1.4
Pidot ;Platon ;kr20289774;7;5;0;1.4
Rakkauden riitit : uusi sivilisaatio 2 ;Megre, Vladimir ;9789949959822;7;5;0;1.4
Ryhmäilmiö : perustietoa ryhmän käytöstä ja ryhmätyöstä sosiaalityöhön sovellettuna ;Jauhiainen, Riitta ;9510187445;7;5;0;1.4
Shadow show : stories in celebration of Ray Bradbury ;;9781631402678;7;5;0;1.4
Soumission ;Houellebecq, Michel ;9782081354807;7;5;0;1.4
Suomen jäämistöoikeus. 2 : Testamenttioikeus ;Aarnio, Aulis ;9789521425516;7;5;0;1.4
Totaalinen sota ;;9788253534534;7;5;0;1.4
Uuden esimiehen kirja : tulevaisuuden johtajalle ;Salminen, Jari ;9789526614069;7;5;0;1.4
Vår förvaltning : nationen växer fram 1809-2009 ;;9789513757809;7;5;0;1.4
Qué tal?. 2 : Kielioppi ja harjoitukset ;Mäkinen, Matti ;9789526300757;7;5;0;1.4
Alan Turing, arvoitus ;Hodges, Andrew ;9525202143;7;6;0;1.2
Emotionaalinen vapaus : vapaudu kielteisistä tunteista ja muuta elämäsi ;Orloff, Judith ;9789522603340;7;6;0;1.2
Esiopetus lapsen silmin : tutkimus kokemuksesta, tiedon transferoitumisesta ja metatietoisuudesta ;Rusanen, Erja ;9789515707574;7;6;0;1.2
Galleri. Kurs 1 ;;;7;6;0;1.2
Mehiläispesä = The beehive ;Sailamaa, Anna ;9789525909227;7;6;0;1.2
Polkuja ja poikkeamia : aikuisuutta etsimässä ;;9789525994414;7;6;0;1.2
Taloudellista pääomaa : johdatus kansantalouteen ;Tikkanen, Ensio ;9789516285514;7;6;0;1.2
A walk in the woods ;Bryson, Bill ;0385408161;6;1;0;6.0
Adventures in human being ;Francis, Gavin ;9781781253410;6;1;0;6.0
Argentina ;;9781742207865;6;1;0;6.0
Asiakastyö kohtaamisena : reseptejä vastavuoroisuuteen ;;9789525616675;6;1;0;6.0
Auervaara : aurinko- ja kevätmies ;Kautto, Timo ;9513728005;6;1;0;6.0
Campbell biology ;Reece, Jane B. ;9780321761583;6;1;0;6.0
Canon lenses : from snapshots to great shots ;Foster, Jerod ;9780133904079;6;1;0;6.0
Catification : designing a happy and stylish home for your cat (and you) ;Galaxy, Jackson ;9780399166013;6;1;0;6.0
Charlotte's web ;White, E. B. ;9780141331331;6;1;0;6.0
Colour : banish Beige, boost colour, transform your home ;Ahern, Abigail ;9781849495813;6;1;0;6.0
Creative schools : revolutionizing education from the ground up ;Robinson, Ken ;9780241003954;6;1;0;6.0
Deutschland meine Heimat, Finnland mein Zuhause : Lebensgeschichten deutscher Frauen im Finnland von heute ;Schirrmann, Petra ;9783937507392;6;1;0;6.0
Disclaimer ;Knight, Renee ;9780857522818;6;1;0;6.0
Dreaming spies ;King, Laurie R. ;9780749018115;6;1;0;6.0
Economics ;Begg, David ;0077107756;6;1;0;6.0
Education, globalization, and social change ;;9780199272532;6;1;0;6.0
Ever After High : the storybook of legends ;Hale, Shannon ;9780349124261;6;1;0;6.0
Feel the fear and do it anyway ;Jeffers, Susan ;9780091907075;6;1;0;6.0
Fun dining ;Johansson, Elisabeth ;9789187785368;6;1;0;6.0
Helsinki streets of food ;Nars, Kenneth ;9789522727794;6;1;0;6.0
Hit hard : a story of hitting rock bottom at the top ;Kramer, Joey ;9780061566622;6;1;0;6.0
How smart is your cat? : discover if your pet can solve these fun feline tests ;Alderton, David ;9781848669147;6;1;0;6.0
Hunting season ;Camilleri, Andrea ;9781447265948;6;1;0;6.0
It's what I do : a photographer's life of love and war ;Addario, Lynsey ;9781472120472;6;1;0;6.0
Johtaminen : mitä johtohenkilöiden tulee tietää ;Nöllke, Matthias ;9525024563;6;1;0;6.0
Jumalten naamiot ;Fowles, John ;951114961X;6;1;0;6.0
Keeping an Eye Open : essays on art ;Barnes, Julian ;9780224102018;6;1;0;6.0
Kirurgi ;Gerritsen, Tess ;9511205676;6;1;0;6.0
Knit in new directions : a journey into creativity ;Wood, Myra  ;9781933064284;6;1;0;6.0
Kolbarnet ;Kristensen, Monica ;9789173435802;6;1;0;6.0
"Kotilieden suolaiset herkut / [tekstit ja ohjeet: Sirkka Hirvonen, Marja Malinen, Taina Salovaara, Katri Schröder] ; [kuvat: SKOY";;9789522710284;6;1;0.0
Kunnallisen esimiehen virkasuhdeopas ;;9789522133595;6;1;0;6.0
Kuvataide : visuaalisen kulttuurin käsikirja ;Töyssy, Seppo ;9510215597;6;1;0;6.0
Looking for Alaska ;Green, John ;9780007209255;6;1;0;6.0
Magi : the labyrinth of magic. 12 ;Ohtaka, Shinobu ;9781421559629;6;1;0;6.0
Man's search for meaning ;Frankl, Viktor E. ;0671023373;6;1;0;6.0
Marika Mäkelä ;Mäkelä, Marika ;9789516097469;6;1;0;6.0
Matematiikka : näkökulmia opettamiseen ja oppimiseen ;;9513900460;6;1;0;6.0
Midnight at the Pera Palace : the birth of modern Istanbul ;King, Charles ;9780393089141;6;1;0;6.0
Mindful eating : stop mindless eating and learn to nourish body and soul : with mindful meditations and recipes ;Bartholomew, Rachel ;9781782490739;6;1;0;6.0
Mindset : du blir vad du tänker ;Dweck, Carol S. ;9789127141476;6;1;0;6.0
"Minecraft : the unlikely tale of Markus ""Notch"" Persson and the game that changed everything ";Goldberg, Daniel ;9781609805753;6;1;0;6.0
My little monster. 9 ;Robico ;9781612629933;6;1;0;6.0
Noctuary ;Ligotti, Thomas ;0786702354;6;1;0;6.0
Näköaloja uskontoon : uskontotieteen ajankohtaisia suuntauksia ;;951570359X;6;1;0;6.0
Operations management : process and value chains ;Krajewski, Lee J. ;013187294X;6;1;0;6.0
Overwhelmed : work, love, and play when no one has the time ;Schulte, Brigid  ;9781408849453;6;1;0;6.0
Paleo all-in-one for dummies® ;;9781119022770;6;1;0;6.0
Pieni kirja Jumalasta ;Mannermaa, Tuomo ;9789522881076;6;1;0;6.0
Poron viimeinen matka on liian pitkä ;Väistö, Anumari ;9789527052075;6;1;0;6.0
Principles of corporate finance ;Brealey, Richard A. ;0071151443;6;1;0;6.0
Punaisten kirjainten arvoitus ;Doyle, Arthur Conan ;9515570085;6;1;0;6.0
Pääteasema : karjalaiset Paimiossa ;;9789529353460;6;1;0;6.0
Rahoitussopimuksen kovenanttiohjaus : vakuuden arvioinnista kohti sopimusoikeudellisia riskienhallintamekanismeja : tarkasteltavana erityisesti informaatio ja kumppanuus ;Välimäki, Olli ;9789522463142;6;1;0;6.0
Rynnäkkötykit isänmaamme puolustajina : 1. Ryn.Tyk.K:n vaiheita jatkosodassa ;Leppänen, Lauri ;9519579516;6;1;0;6.0
Sam. 2 : Robot hunters ;Marazano, Richard ;9781849182461;6;1;0;6.0
Setting limits with your strong-willed teen : eliminating conflict by establishing clear, firm, and respectful boundaries ;Mackenzie, Robert J. ;9780804138765;6;1;0;6.0
Shackleton : By Endurance We Conquer ;Smith, Michael ;9781780747071;6;1;0;6.0
Showa 1944-1953 : a history of Japan ;Mizuki, Shigeru ;9781770461628;6;1;0;6.0
Sinun vuotesi 1965 ;Töytäri, Juhani ;9789526698113;6;1;0;6.0
Stephen Fry's incomplete & utter history of classical music : as told to Tim Lihoreau ;Fry, Stephen ;9780752265582;6;1;0;6.0
Suomalainen murha ;Markkula, Hannes ;9519626700;6;1;0;6.0
Taiwan ;Kelly, Robert ;9781742201351;6;1;0;6.0
Telling lies : clues to deceit in the marketplace, politics and marriage ;Ekman, Paul ;9780393337457;6;1;0;6.0
The Complete low-FODMAP diet : the revolutionary plan for managing symptoms in IBS, Crohn's disease, coeliac disease and other digestive disorders ;Shepherd, Sue  ;9780091955359;6;1;0;6.0
The History of Nintendo, volume 1, 1889-1980 : From playing cards to Game & Watch ;Gorges, Florent ;9782918272151;6;1;0;6.0
The Northmen's fury : A history of the Viking World ;Parker, Philip ;9780099551843;6;1;0;6.0
The little Paris bookshop ;George, Nina ;9780349140353;6;1;0;6.0
The omnivore's dilemma : a natural history of four meals ;Pollan, Michael ;9780143038580;6;1;0;6.0
The outcast ;Jones, Sadie ;9780701181765;6;1;0;6.0
The unspeakable : and other subjects of discussion ;Daum, Meghan ;9780374280444;6;1;0;6.0
The wrong girl ;Wilson, Laura ;9781782063094;6;1;0;6.0
Unia, ajatuksia, muistikuvia ;Jung, C. G. ;9510223670;6;1;0;6.0
United States of cakes : tasty traditional american cakes, cookies, pies, and baked goods ;Fares, Roy  ;9781632204752;6;1;0;6.0
Vägen till altaret ;Roberts, Nora ;9789164080196;6;1;0;6.0
Why isn't my brain working? : a revolutionary understanding of brain decline and effective strategies to recover your brain's health ;Kharrazian, Datis ;9780985690434;6;1;0;6.0
Atlantin viemää ;Toivonen, Pive ;9789529349715;6;1;1;3.0
By all means necessary : how China's resource quest is changing the world ;Economy, Elizabeth C. ;9780190229221;6;1;1;3.0
Core Java 2. Volume 1 : Fundamentals ;Horstmann, Cay S. ;0131482025;6;2;0;3.0
Drawing for graphic design : understanding conceptual principles and practical techniques to create unique, effective design solutions ;Samara, Timothy ;9781592537815;6;2;0;3.0
Edith's diary ;Highsmith, Patricia  ;9780349004556;6;2;0;3.0
End of days ;Ee, Susan  ;9781444778557;6;2;0;3.0
Espanja ;Lalaguna, Juan ;9789515794864;6;2;0;3.0
Fairy tail. 1 ;Mashima, Hiro ;9781612622767;6;2;0;3.0
First impressions ;Lovett, Charles ;9781846883606;6;2;0;3.0
Flätor : steg för steg-guide till de finaste flätade frisyrerna ;Arnesen, Laura Kristine ;9789129697223;6;2;0;3.0
General chemistry : the essential concepts ;Chang, Raymond ;9780071267014;6;2;0;3.0
Gently does it ;Hunter, Alan ;9781849014984;6;1;1;3.0
Get better : English for practical nurses ;Mommo, Sari ;9789526318318;6;2;0;3.0
Happy is the new healthy : 31 ways to relax, let go, and enjoy life NOW! ;Romanelli, Dave ;9781629144986;6;2;0;3.0
International business : environments and operations ;Daniels, John D. ;9780273756002;6;2;0;3.0
Kenttävartio ;Korpela, Jorma ;9510117870;6;2;0;3.0
Lapsi, oikeus ja osallisuus ;Pajulammi, Henna ;9789521424298;6;2;0;3.0
Leadership : theory and practice ;Northouse, Peter G. ;9781412941617;6;2;0;3.0
Learn to crochet, love to crochet ;Wilkinson, Anna ;9781849495479;6;2;0;3.0
Living in squares, loving in triangles : the lives and loves of Virginia Woolf and the Bloomsbury Group ;Licence, Amy ;9781445645759;6;2;0;3.0
Luova tila : ratkaisukeskeisestä ja narratiivisesta työtavasta ;Malinen, Tapio ;9789525174267;6;2;0;3.0
Mansikkapaikka ;Hedman, Susan ;9789529263585;6;2;0;3.0
Message for eternity ;Leloup, Roger ;9781849182515;6;2;0;3.0
New York ;Durham, Michael S. ;9781426213601;6;2;0;3.0
Pessimistin aforismit ;Vähälä, Onni ;9789529893867;6;1;1;3.0
Rebel heart ;Young, Moira ;9781407124360;6;2;0;3.0
Rogues ;;9780345537263;6;2;0;3.0
Sköna, gröna sommar : recept från ljumma kvällar ;Sarenström, Hannu ;9789113061955;6;2;0;3.0
Socialpedagogik : pedagogiskt socialt arbete ;Cederlund, Christer ;9789147111305;6;2;0;3.0
Stalker : kriminalroman ;Kepler, Lars ;9789175034539;6;2;0;3.0
Suicide notes from beautiful girls ;Weingarten, Lynn ;9781405271578;6;1;1;3.0
Super Juice Me! : 28-Day Juice Plan ;Vale, Jason  ;9780954766450;6;2;0;3.0
Superhälsa! : friskare, fräschare livsstil med recept från LA ;Karlson, Marita ;9789113066653;6;2;0;3.0
Tappava ;Shepard, Sara ;9789512400522;6;2;0;3.0
The Toyota way to lean leadership : achieving and sustaining excellence through leadership development ;Liker, Jeffrey K. ;9780071780780;6;2;0;3.0
The alchemist : a fable about following your dream ;Coelho, Paulo ;9780007492190;6;2;0;3.0
The ghost fields ;Griffiths, Elly ;9781848663305;6;2;0;3.0
The inside-out revolution: the only thing you need to know to change your life forever ;Neill, Michael ;9781781800799;6;2;0;3.0
The magic pattern book : sew 6 patterns into 36 different styles! ;Barickman, Amy ;9780761171621;6;2;0;3.0
Toimiva pakkaus ;;9789518988413;6;2;0;3.0
Tässä olen minä ;Rubinštein, Lev ;9789525083286;6;2;0;3.0
Ufoja Lahdessa : kokoelma ;Turunen, Marko ;9789525915167;6;2;0;3.0
Vapaa kuin lintu : Emil Nervanderin elämä ;Valkeapää, Leena ;9789525533200;6;2;0;3.0
Zoo ;Patterson, James ;9781846058295;6;2;0;3.0
A game for all the family ;Hannah, Sophie ;9781444776034;6;2;1;2.0
A whole new mind : why right-brainers will rule the future ;Pink, Daniel H.   ;9781905736546;6;3;0;2.0
Ammattiosaajan hyvä elämä : ajatuksia ja työkaluja ammattiin opiskelevien elämänlaadun edistämiseksi ;Martela, Frank ;9789526661001;6;3;0;2.0
Auringon asema ;ElRamly, Ranya ;9511186167;6;3;0;2.0
Blue ocean strategy : how to create uncontested market space and make the competition irrelevant ;Kim, W. Chan ;1591396190;6;3;0;2.0
De öde fälten ;Griffiths, Elly ;9789137144627;6;1;2;2.0
Elite ;Cass, Kiera    ;9780007466702;6;3;0;2.0
Eräkeittiö : hyvää ja helppoa luonnollisesti ;Brydling, Carina ;9789526612584;6;3;0;2.0
Essentials of marketing ;Baines, Paul ;9780199646500;6;3;0;2.0
Etta and Otto and Russell and James ;Hooper, Emma ;9780241003343;6;1;2;2.0
Game of mirrors ;Camilleri, Andrea ;9781447249191;6;3;0;2.0
Hollow city : the second novel of Miss Peregrine's home for peculiar children ;Riggs, Ransom ;9781594746123;6;3;0;2.0
Kalmarin tie : historiallinen fantasiakertomus ;Krogerus, Timo ;9789523151642;6;3;0;2.0
Kenya. 4 : Interventions ;Leo ;9781849182294;6;3;0;2.0
Korttijengin matka Bhutaniin ;Kärkkäinen, Seppo ;9789529356294;6;3;0;2.0
Lakien laadinta ja vaikutukset ;Tala, Jyrki ;9513742849;6;3;0;2.0
Lastensuojeluoikeus : lapsi- ja perhekohtaisen lastensuojelun oikeudelliset perusteet ;Aer, Janne ;9789526304168;6;3;0;2.0
Living in style : inspiration and advide for everyday glamour ;Zoe, Rachel ;9780751550429;6;3;0;2.0
Mehiläishoitoa käytännössä. osa 1 ;;9519569839;6;3;0;2.0
Naiv, super ;Loe, Erlend ;9176437833;6;3;0;2.0
Nemesis games ;Corey, James S. A. ;9780356504223;6;3;0;2.0
Näyttelemisen mahti : johdatus näyttelemiseen ;Cohen, Robert ;9514418891;6;3;0;2.0
Pines ;Crouch, Blake  ;9781503946606;6;3;0;2.0
Pärttylin kesä ;Korhonen, Niko Mikael ;9789523151048;6;3;0;2.0
Small wars ;Jones, Sadie ;9780701184551;6;3;0;2.0
Sosiaali- ja terveyspalvelujen uudistaminen ;Stenvall, Jari ;9789518853483;6;3;0;2.0
Stuff I wish I'd known when I started working ;O'Connell, Fergus ;9780857085702;6;3;0;2.0
Techbitch ;Sykes, Lucy ;9781405918688;6;3;0;2.0
The bargain ;Putney, Mary Jo ;9781420136203;6;3;0;2.0
The heir ;Cass, Kiera ;9780007580224;6;3;0;2.0
Tutkimuksen tekemisen perusteet ihmistieteissä : tutkijalaitos ;Metsämuuronen, Jari ;9525372219;6;3;0;2.0
Understanding cultural diversity in the early years ;Baldock, Peter ;9781848609877;6;3;0;2.0
Uusi erityisliikunta : liikunnan sovellukset erityisryhmille ;Mälkiä, Esko ;9518982643;6;3;0;2.0
Yhteisöllinen suunnittelu päiväkodissa : kehittämistrategiana ongelmaperustainen työssä oppiminen ;;9789514468988;6;3;0;2.0
Yoga and body image : 25 personal stories about beauty, bravery & loving your body ;Klein, Melanie ;9780738739823;6;3;0;2.0
A great day at the office : 10 simple strategies for maximising your energy and getting the best out of yourself and your day ;Briffa, John ;9780007547937;6;4;0;1.5
Arvopaperimarkkinalaki ;Parkkonen, Jarmo ;9789521421471;6;4;0;1.5
China rich girlfriend : a novel ;Kwan, Kevin ;9780385539081;6;4;0;1.5
Förståelse, beskrivning och förklaring : Introduktion till samhällsvetenskaplig metod för hälsovård och socialt arbete ;Jacobsen, Dag Ingvar ;9789144081427;6;4;0;1.5
Jäämistösuunnittelu ;Kolehmainen, Antti ;9789521417405;6;4;0;1.5
Kolmio. 1 : Matematiikan harjoituksia 1-10 ;;9789512654260;6;4;0;1.5
Lihas : rakenne, toiminta ja voimaharjoittelu ;Kauranen, Kari ;9789525762006;6;4;0;1.5
Metsästäjän opas ;;9789527031063;6;4;0;1.5
New Headway. Upper-intermediate : student's book with iTutor DVD-ROM ;Soars, Liz ;9780194771818;6;4;0;1.5
Oikeuden ratio ja voluntas ;Tuori, Kaarlo ;9789510329603;6;4;0;1.5
Poland ;;9781780058085;6;4;0;1.5
Prekarisaatio ja affekti ;;9789513961343;6;4;0;1.5
Reseptiremix : lempiohjeiden uudet variaatiot ;;9789522941138;6;4;0;1.5
Silmäyksiä : Eeva-Liisa Mannerin kirjoituksia elokuvista, mediasta ja maailmanmenosta 1968-1987 ;Manner, Eeva-Liisa ;9789529353026;6;2;2;1.5
Suven lapsi ;Koskinen, Jarmo ;9789522358899;6;4;0;1.5
Sälj! : konsten att sälja vad som helst till vem som helst ;Eklund, Fredrik ;9789187391583;6;4;0;1.5
Terve mies sairastuu suolistosyöpään ;Arponen, Antti O. ;9789529303229;6;4;0;1.5
Things I wish I'd known : women tell the truth about motherhood ;;9781848318366;6;4;0;1.5
Top tips from the baby wisperer : sleep : secrets to getting your baby to sleep through the night  ;Hogg, Tracy ;9780091929725;6;4;0;1.5
Työ- ja virkaehtosopimusoikeus ;Saloheimo, Jorma ;9789521418211;6;4;0;1.5
Wild : from lost to found on the Pacific Crest Trail ;Strayed, Cheryl  ;9780307592736;6;4;0;1.5
iPhone-kirja : täydellinen opas ;;9788293321446;6;4;0;1.5
Älykäs julkinen organisaatio ;Virtanen, Petri ;9789518853728;6;4;0;1.5
Aikuiskasvatus tieteenä ja toimintakenttinä ;;9789524511773;6;5;0;1.2
Cambridge IELTS 9 : authentic examination papers from Cambridge ESOL : with answer ;;9781107645622;6;5;0;1.2
Die again ;Gerritsen, Tess ;9780593072431;6;5;0;1.2
Forum. 1 : Uusi yhteiskuntatieto ;Kohi, Antti ;9789511285557;6;5;0;1.2
Lastensuojelun hyvät työkäytännöt ;;9789522160874;6;5;0;1.2
Madrid ;;9781409329268;6;5;0;1.2
Seksuaalisuus hoitotyössä ;Ryttyläinen, Katri ;9789513754884;6;5;0;1.2
Sisäinen tarkastus ;;9789518853629;6;5;0;1.2
Still Alice ;Genova, Lisa ;9781471140822;6;5;0;1.2
Terve!. 3 : Terveys ja tutkimus : lukion terveystieto ;;9789526315652;6;5;0;1.2
The demigod diaries ;Riordan, Rick ;9780141344379;6;5;0;1.2
The green road ;Enright, Anne ;9780224089050;6;5;0;1.2
The illuminations ;O'Hagan, Andrew ;9780571273645;6;2;3;1.2
Turvallinen lääkehoito : valtakunnallinen opas lääkehoidon toteuttamisesta sosiaali- ja terveydenhuollossa ;;9520019316;6;5;0;1.2
Vakuutuslainsäädäntö ;;9789525684230;6;5;0;1.2
Valta ja toimijuus aikuiskasvatuksessa ;;9789519140513;6;5;0;1.2
Acción!. 1 : Espanjan harjoituskirja 1 ;;9789513151997;6;5;0;1.2
Älskaren från huvudkontoret ;Grebe, Camilla ;9789146229445;6;5;0;1.2
101 historiska möten ;Rydén, Daniel ;9789175452807;5;1;0;5.0
25 royal babies that changed the world : a history 1066 to the present  ;Licence , Amy ;9781445646497;5;1;0;5.0
3 etsivää ja hopeinen hämähäkki ;Arthur, Robert ;9512011069;5;1;0;5.0
365 ways to develop your psychic ability : simple tools to increase your intuition and clairvoyance ;Chauran, Alexandra ;9780738739304;5;1;0;5.0
A game of thrones ;Martin, George R. R. ;9780553573404;5;1;0;5.0
A spy among friends : Kim Philby and the great betrayal ;Macintyre, Ben ;9781408851784;5;1;0;5.0
Alan Turing : the enigma ;Hodges, Andrew ;9780691155647;5;1;0;5.0
Ancient Egyptian celestial healing : the source codes for high frequency ;Ash, Tracey ;9781844096633;5;1;0;5.0
Arvonlisäverotus ja yritysverotus : yritysverotuksen käsitteiden ja periaatteiden käyttöalasta arvonlisäverotuksessa ;Vapaavuori, Ahti ;9516409121;5;1;0;5.0
Bali : a cultural history ;Cotterell, Arthur ;9781909930179;5;1;0;5.0
Catch the cuddle ;Smith, Mike ;9781405271905;5;1;0;5.0
Crash & burn ;Gardner, Lisa ;9781472220233;5;1;0;5.0
Dark pools & high frequency trading for dummies ;Vaananen, Jay ;9781118879191;5;1;0;5.0
Dead in the water ;Granger, Ann ;9781472204561;5;1;0;5.0
Difficult men : behind the scenes of a creative revolution : from The Sopranos and The Wire to Mad Men and Breaking Bad ;Martin, Brett ;9781594204197;5;1;0;5.0
Dirty Bertie : An English King Made in France ;Clarke, Stephen ;9780099574330;5;1;0;5.0
Drawn and quarterly : twenty-five years of contemporary cartooning, comics, and graphic novels ;;9781770461994;5;1;0;5.0
"Egenmäktigt förfarande - en roman om kärlek ; Utan personligt ansvar ";Andersson, Lena ;9789175034256;5;1;0.0
Eleni : kreikkalainen äiti ;Gage, Nicholas ;951013080X;5;1;0;5.0
Ensihoidon taskuopas 2015 ;Oksanen, Tuomas ;9789529995530;5;1;0;5.0
Europe in the High Middle Ages ;Jordan, William Chester  ;9780140166644;5;1;0;5.0
Feberfågel : [spänningsroman] ;Nygren, Maria ;9789146229391;5;1;0;5.0
Fifty shades darker ;James, E. L. ;9780345803498;5;1;0;5.0
Flow : the psychology of optimal experience ;Csikszentmihalyi, Mihaly ;0060920432;5;1;0;5.0
Girlchild ;Hassman, Tupelo ;9781780874432;5;1;0;5.0
Gröna linjen : mot högskolestudier ;Lehto, Teija ;9789526318035;5;1;0;5.0
HIIT - high intensity interval training ;Wyndham-Read, Lucy ;9781782550648;5;1;0;5.0
Helter skelter : The true story of the Manson murders ;Bugliosi, Vincent ;9781784751760;5;1;0;5.0
Hilgard's introduction to psychology ;;015508044x;5;1;0;5.0
Huippu-urheilijan elämänkulku : tutkimus urheilijoista 2000-luvun Suomessa ;Salasuo, Mikko ;9789525994834;5;1;0;5.0
Human rights and social work : towards rights-based practice ;Ife, Jim ;0521797012;5;1;0;5.0
Huutolaistytön tarina ;Grashorn, Elsa ;9789529330676;5;1;0;5.0
In touch : how to tune in to the inner guidance of your body and trust yourself ;Prendergast, John J. ;9781622032075;5;1;0;5.0
Interstellar : beyond time and space : inside Christopher Nolans sci-fi epic ;Vaz, Mark Cotta ;9781783293568;5;1;0;5.0
Isabella Bird : a photographic journal of travels through China, 1894-1896 ;Bird, Isabella ;9781781450970;5;1;0;5.0
Kadotettu ;Slaughter, Karin ;9789513155056;5;1;0;5.0
Karl Marx filosofina ;Heiskanen, Jukka ;9789526767628;5;1;0;5.0
Karusellin pyörittäjä ;Lankinen, Juho ;9789527066232;5;1;0;5.0
Keel selgeks! : eesti keele õpik täiskasvanutele ;;9789985217825;5;1;0;5.0
Kulttuurinen, kielellinen ja katsomuksellinen monimuotoisuus päiväkodissa : haasteita ja mahdollisuuksia ;Kuusisto, Arniika ;9789522236791;5;1;0;5.0
Kuolemantanssi ;Rekola, Juhani ;9516211720;5;1;0;5.0
Kärlekens magi ;;9789164080530;5;1;0;5.0
Käytännön kirjanpito: Harjoituskirjan ratkaisut ;Tomperi, Soile ;9513732037;5;1;0;5.0
LEGO Harry Potter characters of the magical world ;;9781409383185;5;1;0;5.0
Lost Lake ;Allen, Sarah Addison ;9781444787092;5;1;0;5.0
Lähihoitajan äidinkieli ;Juutilainen, Heli ;9789526316871;5;1;0;5.0
Make : wearable electronics ;Hartman, Kate ;9781449336516;5;1;0;5.0
Master your metabolism : the 3 diet secrets to naturally balancing your hormones for a hot and healthy body! ;Michaels, Jillian ;9780307450739;5;1;0;5.0
Meditations ;Marcus Aurelius ;9780141018829;5;1;0;5.0
My age of anxiety : fear, hope, dread and the search for peace of mind ;Stossel, Scott ;9780099592068;5;1;0;5.0
Myth Of The Strong Leader : Political Leadership in the Modern Age ;Brown, Archie ;9780099554851;5;1;0;5.0
NYHC : New York Hardcore 1980-1990 ;Rettman, Tony ;9781935950127;5;1;0;5.0
No place to hide : Edward Snowden, the NSA and the surveillance state ;Greenwald, Glenn ;9780241968987;5;1;0;5.0
Norsk på 1-2-3 ;Ellingsen, Elisabeth ;9788202322106;5;1;0;5.0
Parker Pyne tietää kaiken : kaksitoista kertomusta ;Christie, Agatha ;9510111791;5;1;0;5.0
Political order and political decay : from the Industrial Revolution to the globalization of democracy ;Fukuyama, Francis ;9781846684364;5;1;0;5.0
Pyramidi. 1 : Funktiot ja yhtälöt : lukion pitkä matematiikka ;;9789526303109;5;1;0;5.0
Pyramidi. 2 : Polynomifunktiot : lukion pitkä matematiikka ;;9789526303154;5;1;0;5.0
Reading the world : confessions of a literary explorer ;Morgan, Ann ;9781846557873;5;1;0;5.0
Research methods and statistics in psychology ;Coolican, Hugh ;0340812583;5;1;0;5.0
Revolution ;Brand, Russell ;9780099594932;5;1;0;5.0
Rukouksia elämän arjesta ;Quoist, Michel ;9516001181;5;1;0;5.0
Sanaleikki : tehtäviä eskareille ja pikkueskareille ;Saijonkivi, Tuija ;9512647699;5;1;0;5.0
Sewing to sell : the beginner's guide to starting a craft business ;Lindsay, Virginia ;9781607059035;5;1;0;5.0
Soi. 3-4 : opettajan vinkkipankki ;;9789510327333;5;1;0;5.0
Something wonderful ;McNaught, Judith ;9780671737634;5;1;0;5.0
Sotaromaani ;Linna, Väinö ;9524590867;5;1;0;5.0
Stalker. Del 1 ;Kepler, Lars ;9789175411835;5;1;0;5.0
Stranger in a strange land : the science fiction classic uncut ;Heinlein, Robert A. ;9780340938348;5;1;0;5.0
Suomen vankilat 1918 : vankiloiden toiminta v. 1918 sisällissodan aikana ;Marttinen, Seppo ;9789515334169;5;1;0;5.0
Tallstar's revenge ;Hunter, Erin ;9780062218063;5;1;0;5.0
Team of teams : new rules of engagement for a complex world ;McChrystal, Stanley ;9781591847489;5;1;0;5.0
Teollisuuden sähkökäytöt ;Hietalahti, Lauri ;9789525491760;5;1;0;5.0
Tex Willer. Kronikka 37  ;Bonelli, Gianluigi ;9789522336408;5;1;0;5.0
The Bogleheads' guide to investing ;Larimore, Taylor ;9781118921289;5;1;0;5.0
The biography of the modern bike ;Boardman, Chris ;9781844037834;5;1;0;5.0
The book of secrets : esoteric societies and holy orders, luminaries and seers, symbols and rituals, and the key concepts of occult sciences through the ages and around the world ;Pineda, Daniel ;9781578634859;5;1;0;5.0
